metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1716496882,1.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_duration,1716496882,22.742300,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_blocked,1716496882,7.824000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_connecting,1716496882,1.318500,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_tls_handshaking,1716496882,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_sending,1716496882,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_waiting,1716496882,22.742300,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_receiving,1716496882,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_failed,1716496882,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
vus,1716496883,1.000000,,,,,,,,,,,,,,,,
vus_max,1716496883,1.000000,,,,,,,,,,,,,,,,
data_sent,1716496883,85.000000,,,,,,,,,default,,,,,,,
data_received,1716496883,9135.000000,,,,,,,,,default,,,,,,,
iteration_duration,1716496883,1033.978600,,,,,,,,,default,,,,,,,
iterations,1716496883,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1716496883,1.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_duration,1716496883,17.879300,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_blocked,1716496883,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_connecting,1716496883,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_tls_handshaking,1716496883,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_sending,1716496883,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_waiting,1716496883,17.879300,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
http_req_receiving,1716496883,0.000000,,,,true,,GET,http://localhost:8080/posts,HTTP/1.1,default,,200,,,http://localhost:8080/posts,,
